[HEADER]
Format	J&M ASCII Table
Comment	COA_09_P.00037_HAL03-noFilter_UVIR600um2-UV400um0.5_23mm
Date	02/08/2024 12:19:50
Order	Y (evenX)
TechType	UV
NumPoints	841
FirstX	304
LastX	1144
XType	nm
YType	Transmission
ZType	s
NumSubFile	61
Matrix	Z vs X
[LOGIN]
Name=JM
[INSTRUMENT]
Name=TIDAS S
Detector=MMS - ASPEN 97,5 kHz
Diodearray=256 Pixel
Serial#=39059
Calibrated=2016-03-14
Range=303.56-1144.49 [nm] (F0)

SWVersion=v3.22.6 (build 0)
[CONFIG]
ChannelName=Result
ChannelType=Normalized
[PARAMETER]
It=124.00
Aver=20
Norm=1
Range=304.0-1144.0 nm
Scan=Single
[TRIGGER]
Sweep=0
Scan=0
[DIO]
DigOut=0x0000
DigIn=0x0000
[DATA]
	00:00:00.000	00:00:23.822	00:00:47.617	00:01:11.618	00:01:35.418	00:01:59.426	00:02:23.428	00:02:47.231	00:03:11.226	00:03:35.220	00:03:59.018	00:04:23.013	00:04:47.008	00:05:10.811	00:05:34.804	00:05:58.795	00:06:22.790	00:06:46.783	00:07:10.784	00:07:34.777	00:07:58.768	00:08:22.767	00:08:46.759	00:09:10.752	00:09:34.748	00:09:58.748	00:10:22.746	00:10:46.546	00:11:10.543	00:11:34.542	00:11:58.542	00:12:22.529	00:12:46.532	00:13:10.530	00:13:34.521	00:13:58.514	00:14:22.512	00:14:46.509	00:15:10.510	00:15:34.505	00:15:58.495	00:16:22.493	00:16:46.294	00:17:10.287	00:17:34.089	00:17:58.084	00:18:22.078	00:18:46.075	00:19:10.073	00:19:34.069	00:19:57.872	00:20:21.866	00:20:45.864	00:21:09.854	00:21:33.850	00:21:57.857	00:22:21.856	00:22:45.852	00:23:09.845	00:23:33.842	00:23:57.836
508	20.539774	20.551468	20.545382	20.5399	20.537453	20.531473	20.529526	20.526018	20.520483	20.520468	20.514446	20.509808	20.507198	20.507593	20.50042	20.497196	20.496201	20.491219	20.484051	20.484898	20.480625	20.477306	20.473566	20.474499	20.470203	20.464949	20.46253	20.464569	20.460144	20.453318	20.453375	20.453537	20.451134	20.446045	20.446632	20.439976	20.44129	20.440983	20.43754	20.437214	20.428843	20.433136	20.430717	20.426655	20.454805	20.457703	20.451267	20.450941	20.445459	20.447214	20.441984	20.44441	20.443008	20.441189	20.441694	20.442793	20.436954	20.435747	20.439184	20.433132	20.433228
509	20.205601	20.220642	20.217934	20.214096	20.214386	20.208817	20.208784	20.206676	20.204029	20.203419	20.198078	20.196205	20.194391	20.195969	20.188681	20.186905	20.185976	20.18339	20.177673	20.179157	20.175591	20.172699	20.169064	20.17263	20.168936	20.165052	20.162451	20.166136	20.16107	20.156071	20.154398	20.156986	20.154997	20.150682	20.15148	20.146049	20.148046	20.150122	20.145378	20.145269	20.136745	20.142494	20.142429	20.13821	20.16791	20.171631	20.166636	20.166531	20.160639	20.163506	20.159266	20.162954	20.161413	20.160698	20.161467	20.16255	20.157387	20.159166	20.16234	20.155781	20.156416
510	19.864201	19.882399	19.882063	19.880014	19.882423	19.878281	19.879841	19.878931	19.878147	19.878689	19.873823	19.873854	19.872972	19.875374	19.869032	19.868238	19.867971	19.866762	19.862812	19.865479	19.862011	19.860748	19.857063	19.8624	19.858589	19.855659	19.85405	19.858381	19.853512	19.850744	19.848555	19.852365	19.850807	19.84741	19.84819	19.843796	19.847076	19.850033	19.845161	19.846025	19.838573	19.844891	19.845768	19.841721	19.872362	19.876394	19.872965	19.873371	19.867086	19.871244	19.868565	19.871885	19.871367	19.871998	19.872614	19.874657	19.869883	19.872705	19.876398	19.870348	19.871181
511	19.517124	19.538298	19.539381	19.539249	19.543194	19.541418	19.54427	19.544371	19.544489	19.5478	19.543215	19.54435	19.544529	19.547419	19.543009	19.542749	19.543692	19.542923	19.541023	19.545382	19.541441	19.542923	19.539028	19.545334	19.540743	19.538383	19.538841	19.5429	19.538992	19.538836	19.537254	19.541168	19.540051	19.537701	19.53826	19.534719	19.539837	19.542278	19.53837	19.540899	19.535656	19.541719	19.542217	19.538649	19.569666	19.573534	19.571781	19.572966	19.566305	19.57192	19.571327	19.572762	19.574347	19.57654	19.576628	19.580519	19.575874	19.577919	19.582867	19.578272	19.578989
512	19.180426	19.204485	19.206947	19.208675	19.214109	19.214636	19.218735	19.219814	19.220808	19.226807	19.222498	19.224699	19.225908	19.229271	19.226734	19.226995	19.229111	19.228767	19.228859	19.234854	19.230457	19.234602	19.230507	19.237751	19.232405	19.230595	19.233059	19.236851	19.233879	19.236256	19.235268	19.239277	19.238588	19.237255	19.237597	19.234886	19.241787	19.243727	19.240755	19.244896	19.2418	19.247618	19.247746	19.244644	19.276024	19.279728	19.279604	19.281546	19.274519	19.281548	19.282976	19.282583	19.286209	19.289919	19.289488	19.295183	19.290657	19.29195	19.298115	19.294931	19.295532
513	18.847843	18.874403	18.878494	18.882095	18.888985	18.891832	18.896978	18.899214	18.901073	18.909233	18.905785	18.908642	18.910936	18.915049	18.914133	18.915071	18.918211	18.918247	18.9202	18.927443	18.923075	18.929237	18.925453	18.93335	18.927568	18.926287	18.930679	18.934408	18.93214	18.936958	18.936481	18.940592	18.940304	18.94001	18.94034	18.938593	18.946787	18.948538	18.946449	18.952038	18.950363	18.956034	18.956482	18.953737	18.985563	18.989094	18.990452	18.993103	18.986008	18.994184	18.997257	18.995638	19.000824	19.005997	19.005302	19.012367	19.008139	19.008835	19.015968	19.014376	19.014841
514	18.497314	18.524847	18.531923	18.537668	18.545998	18.551552	18.556915	18.561266	18.564049	18.572124	18.572384	18.574047	18.577805	18.584053	18.583752	18.586174	18.589766	18.59	18.593424	18.600199	18.598152	18.603516	18.602495	18.609762	18.605024	18.604214	18.61039	18.615007	18.612427	18.619516	18.619249	18.623493	18.62351	18.624472	18.625748	18.625731	18.633041	18.636065	18.63471	18.641108	18.637609	18.643591	18.647633	18.644783	18.677498	18.680769	18.683109	18.686317	18.680536	18.68873	18.691854	18.691713	18.696365	18.702906	18.703121	18.709673	18.706614	18.707399	18.714417	18.715452	18.71566
515	18.157907	18.186382	18.19635	18.204172	18.213894	18.222069	18.227642	18.234041	18.237717	18.245714	18.249563	18.250067	18.255243	18.263557	18.263853	18.267714	18.271742	18.272169	18.277016	18.283339	18.283541	18.288128	18.289785	18.296442	18.292717	18.292362	18.300261	18.30574	18.302856	18.312151	18.312084	18.316458	18.316769	18.318945	18.321138	18.322796	18.32925	18.333508	18.332865	18.340048	18.33478	18.341061	18.348585	18.345633	18.379204	18.382233	18.385515	18.389263	18.38476	18.392969	18.396143	18.39743	18.401566	18.409431	18.41053	18.416582	18.414656	18.415529	18.422436	18.426014	18.425972
516	17.829107	17.858492	17.871262	17.881092	17.892166	17.90288	17.908657	17.917042	17.921579	17.929501	17.936827	17.936209	17.942759	17.953075	17.953947	17.959204	17.963652	17.964266	17.970491	17.976376	17.978756	17.982595	17.986841	17.992914	17.990166	17.990253	17.999823	18.006138	18.002958	18.014385	18.014515	18.019012	18.019609	18.022963	18.026045	18.029324	18.034952	18.040401	18.040447	18.048391	18.041414	18.047983	18.058878	18.055828	18.090231	18.093018	18.097221	18.101492	18.098219	18.106449	18.109669	18.112343	18.115978	18.125124	18.127081	18.132648	18.131821	18.132774	18.139572	18.145617	18.145332
517	17.485077	17.517481	17.532707	17.543484	17.556284	17.567226	17.575764	17.584873	17.590317	17.599421	17.607693	17.60836	17.616745	17.626537	17.62923	17.634207	17.639967	17.642067	17.64784	17.654598	17.658094	17.662468	17.66807	17.674433	17.672834	17.673904	17.682665	17.690533	17.688654	17.698769	17.701262	17.706627	17.707699	17.711239	17.71628	17.719109	17.725153	17.730722	17.731989	17.740301	17.733971	17.74255	17.751518	17.75075	17.784252	17.789095	17.793232	17.798044	17.795258	17.80369	17.807703	17.811121	17.815176	17.823616	17.827147	17.832638	17.833267	17.834339	17.841894	17.848221	17.848061
518	17.147305	17.183062	17.200609	17.212099	17.226654	17.237368	17.249088	17.258654	17.264994	17.275492	17.284189	17.286579	17.296839	17.305626	17.310337	17.314714	17.321926	17.325726	17.330698	17.338562	17.342937	17.34808	17.354763	17.361582	17.361135	17.363264	17.370752	17.380268	17.379969	17.388136	17.393353	17.399704	17.401276	17.404804	17.411964	17.413948	17.420643	17.426119	17.428675	17.437273	17.432032	17.442905	17.448959	17.450874	17.483162	17.490452	17.494335	17.499676	17.497217	17.505884	17.510815	17.514832	17.519476	17.526838	17.532045	17.537537	17.539654	17.540854	17.549311	17.555485	17.555515
519	16.820604	16.8596	16.879396	16.891573	16.907825	16.918318	16.933121	16.94313	16.950333	16.962179	16.971287	16.975346	16.987419	16.99523	17.001892	17.005692	17.014305	17.019747	17.023949	17.032881	17.038107	17.043995	17.05172	17.058983	17.05965	17.062803	17.069063	17.080175	17.081402	17.087683	17.095531	17.102844	17.104895	17.10841	17.117619	17.11879	17.12611	17.131496	17.135303	17.144175	17.139986	17.153082	17.156313	17.160824	17.19194	17.201601	17.205235	17.211086	17.208944	17.217838	17.223656	17.228252	17.233465	17.239784	17.246613	17.252108	17.255665	17.256981	17.266317	17.272343	17.272558
520	16.49007	16.531435	16.552723	16.565996	16.583412	16.594614	16.611471	16.622255	16.630333	16.643276	16.65295	16.659039	16.67181	16.679543	16.687307	16.691212	16.700863	16.707891	16.712208	16.722055	16.727722	16.734058	16.742031	16.750113	16.752035	16.75631	16.762375	16.774246	16.776747	16.78153	16.791479	16.79973	16.802465	16.80617	16.816486	16.817663	16.825609	16.831394	16.835714	16.845043	16.843012	16.856152	16.858011	16.864031	16.895029	16.906017	16.909231	16.916239	16.914984	16.924156	16.929827	16.935247	16.941072	16.947289	16.954878	16.960325	16.96492	16.967325	16.976166	16.982601	16.983326
521	16.156149	16.199015	16.221043	16.235825	16.25387	16.266701	16.284599	16.296486	16.305447	16.319231	16.329628	16.3381	16.350475	16.359005	16.367035	16.371717	16.382048	16.390598	16.395908	16.406519	16.41222	16.418715	16.426146	16.435421	16.438734	16.444227	16.451124	16.462919	16.466444	16.470123	16.48163	16.490805	16.494429	16.498514	16.509005	16.511007	16.519569	16.526236	16.530348	16.540314	16.541525	16.552565	16.554482	16.560928	16.592854	16.604141	16.606764	16.615564	16.615755	16.625257	16.629761	16.636244	16.642723	16.649767	16.657269	16.662621	16.667847	16.672302	16.679296	16.686687	16.688246
522	15.833695	15.878013	15.90076	15.916991	15.935644	15.950051	15.968954	15.981907	15.991719	16.006317	16.01741	16.028191	16.040174	16.049477	16.057766	16.063196	16.074181	16.084204	16.090473	16.10182	16.107555	16.114201	16.121111	16.13154	16.136196	16.142862	16.15056	16.162283	16.1668	16.169409	16.182426	16.192493	16.196974	16.201424	16.212086	16.214888	16.224047	16.23156	16.23547	16.246054	16.250391	16.259405	16.261375	16.268236	16.30106	16.312632	16.314688	16.325218	16.326805	16.336626	16.34	16.347511	16.354626	16.362465	16.369881	16.375141	16.380976	16.387413	16.392626	16.40094	16.403303
523	15.517998	15.563725	15.587208	15.604837	15.624173	15.640018	15.659745	15.673656	15.684596	15.699755	15.711413	15.724304	15.735999	15.74609	15.754928	15.761045	15.772468	15.783678	15.79108	15.803059	15.808932	15.815886	15.822497	15.833802	15.839742	15.847569	15.856036	15.867461	15.873055	15.874799	15.889159	15.899873	15.905231	15.910167	15.920821	15.924372	15.934247	15.942544	15.946336	15.95733	15.964132	15.971672	15.973955	15.981189	16.014692	16.026417	16.028236	16.040152	16.042887	16.053057	16.05588	16.064024	16.071999	16.080492	16.087849	16.093122	16.099546	16.107454	16.111391	16.12056	16.123739
524	15.19057	15.237697	15.262142	15.281096	15.301596	15.318375	15.338078	15.352535	15.366229	15.38069	15.392302	15.406604	15.418463	15.42955	15.440591	15.447145	15.457937	15.468982	15.478613	15.490752	15.497364	15.505496	15.512959	15.523805	15.530901	15.539977	15.549175	15.55904	15.566346	15.568183	15.58321	15.593347	15.599833	15.605943	15.615643	15.619802	15.631144	15.640007	15.644111	15.65448	15.660567	15.669362	15.673375	15.680814	15.713957	15.725128	15.728478	15.74013	15.742859	15.753603	15.758866	15.765635	15.775828	15.78429	15.791726	15.797578	15.804559	15.811435	15.816607	15.826411	15.830586
525	14.874933	14.92341	14.948782	14.969012	14.990635	15.008312	15.027994	15.042978	15.059328	15.073112	15.084682	15.100344	15.112363	15.124412	15.137574	15.144547	15.154732	15.16562	15.177398	15.189692	15.197013	15.206285	15.214565	15.22497	15.233181	15.243462	15.253365	15.261726	15.270683	15.272612	15.28828	15.297861	15.305431	15.312676	15.321454	15.326203	15.338957	15.348365	15.352766	15.362537	15.367932	15.377937	15.383619	15.391256	15.42405	15.43469	15.439512	15.450914	15.453635	15.464931	15.472545	15.477989	15.490322	15.498757	15.506263	15.512675	15.520194	15.526074	15.532438	15.542854	15.547993
526	14.570466	14.620243	14.646509	14.66797	14.690677	14.709221	14.72888	14.744374	14.763287	14.776418	14.787947	14.80492	14.81709	14.830068	14.845278	14.852658	14.862256	14.872991	14.88684	14.899283	14.90729	14.91766	14.926731	14.936705	14.945995	14.957438	14.968019	14.97493	14.985479	14.987497	15.003784	15.012829	15.021446	15.029783	15.037674	15.042992	15.057106	15.067041	15.071732	15.08092	15.085651	15.096823	15.104115	15.111942	15.144401	15.154527	15.160769	15.17193	15.174643	15.186472	15.196355	15.200522	15.214915	15.223324	15.230903	15.237851	15.245889	15.25081	15.258323	15.26933	15.275393
527	14.255182	14.306013	14.334013	14.355818	14.379601	14.399378	14.419667	14.435177	14.454129	14.468106	14.481104	14.497272	14.509737	14.524205	14.540037	14.548512	14.5585	14.569691	14.583672	14.595753	14.605866	14.616307	14.62629	14.636162	14.646442	14.657983	14.668688	14.677042	14.68642	14.691858	14.705704	14.716715	14.724319	14.733667	14.741728	14.748621	14.76189	14.77196	14.778026	14.786805	14.792928	14.8043	14.811934	14.82039	14.852704	14.863293	14.870216	14.880283	14.884184	14.896317	14.90649	14.911981	14.924484	14.934379	14.942143	14.949538	14.956895	14.963057	14.971375	14.981669	14.988944
528	13.946751	13.998549	14.028414	14.05036	14.075186	14.096238	14.117284	14.132696	14.151138	14.166265	14.181018	14.195943	14.20872	14.22476	14.240883	14.25057	14.261156	14.272921	14.286598	14.29822	14.310692	14.320975	14.33187	14.341712	14.352939	14.364341	14.37504	14.385433	14.393067	14.402558	14.413362	14.426832	14.433	14.443308	14.451766	14.460413	14.472376	14.482491	14.490126	14.498546	14.506477	14.517832	14.525517	14.534676	14.566894	14.578146	14.585568	14.594388	14.599705	14.612079	14.622101	14.629449	14.63925	14.650919	14.658889	14.666695	14.67313	14.680979	14.690006	14.699322	14.70783
529	13.64968	13.702411	13.734073	13.756151	13.781982	13.804264	13.826038	13.841361	13.859308	13.875541	13.891985	13.905711	13.918793	13.936347	13.952748	13.963606	13.974767	13.987083	14.000471	14.011647	14.026392	14.036524	14.048295	14.05811	14.070244	14.081514	14.092209	14.104565	14.110519	14.123915	14.131786	14.147626	14.152411	14.163645	14.172487	14.182821	14.193523	14.203684	14.212835	14.220905	14.230577	14.241915	14.249653	14.259486	14.291613	14.303504	14.311404	14.319022	14.325704	14.338313	14.348189	14.357326	14.36452	14.377899	14.38607	14.394267	14.399817	14.40929	14.418997	14.427373	14.437072
530	13.352619	13.406016	13.438706	13.461691	13.488483	13.511335	13.53359	13.549301	13.567354	13.584487	13.602057	13.614784	13.628883	13.647069	13.663382	13.675305	13.687231	13.699828	13.713199	13.725029	13.740264	13.750978	13.762896	13.773624	13.785848	13.797056	13.808118	13.821703	13.827498	13.842228	13.84957	13.865693	13.871137	13.88278	13.892039	13.903194	13.913162	13.923756	13.933328	13.941828	13.951924	13.96326	13.971402	13.981228	14.014409	14.026485	14.034881	14.042211	14.049083	14.062645	14.072127	14.082148	14.088236	14.102723	14.11151	14.120354	14.125329	14.135263	14.14548	14.153854	14.163682
531	13.05459	13.108375	13.141276	13.165988	13.193695	13.216424	13.238898	13.255506	13.274302	13.29212	13.310218	13.322155	13.338034	13.355921	13.371748	13.38464	13.39753	13.410118	13.42376	13.437411	13.451256	13.46333	13.474618	13.487265	13.498706	13.509931	13.52175	13.53579	13.543036	13.556383	13.565739	13.579933	13.588206	13.599709	13.609428	13.62049	13.630274	13.641707	13.650549	13.660299	13.669433	13.680783	13.689701	13.69879	13.734253	13.746031	13.754938	13.762951	13.76877	13.784045	13.792871	13.802817	13.809387	13.824348	13.834199	13.843954	13.848689	13.857847	13.868395	13.877765	13.886595
532	12.767344	12.8215	12.854608	12.880985	12.909575	12.932181	12.95487	12.97234	12.991852	13.010332	13.028939	13.040115	13.057709	13.075309	13.090666	13.104489	13.118313	13.130892	13.144797	13.160203	13.172704	13.186089	13.196773	13.211264	13.221952	13.233193	13.245747	13.260224	13.268866	13.280882	13.292178	13.304515	13.315514	13.32688	13.337043	13.348013	13.35762	13.369867	13.378002	13.38896	13.397163	13.408525	13.418193	13.426572	13.464231	13.475725	13.485126	13.493794	13.498598	13.515526	13.52372	13.533597	13.540628	13.556046	13.56692	13.577555	13.58206	13.590468	13.601335	13.611664	13.619534
533	12.486008	12.540607	12.573926	12.60181	12.631189	12.653798	12.676686	12.695024	12.71522	12.734173	12.753123	12.763951	12.782952	12.800321	12.815303	12.829977	12.844619	12.857263	12.871361	12.888293	12.899804	12.914288	12.924467	12.940553	12.950656	12.961986	12.975142	12.990009	12.999755	13.010748	13.023731	13.034579	13.047874	13.059171	13.069795	13.080621	13.090287	13.103144	13.110701	13.122639	13.130312	13.141743	13.151996	13.159859	13.199203	13.210635	13.220373	13.229749	13.233694	13.251996	13.259665	13.269472	13.277064	13.292921	13.304554	13.315816	13.320366	13.32821	13.339208	13.350433	13.357541
534	12.18654	12.242081	12.275699	12.304393	12.334138	12.357512	12.380562	12.399949	12.420776	12.439118	12.45742	12.470448	12.489186	12.506639	12.521746	12.536937	12.55185	12.565046	12.578933	12.596236	12.608774	12.623252	12.633465	12.649867	12.66032	12.672226	12.685293	12.700321	12.709546	12.72126	12.734649	12.746045	12.759389	12.771016	12.782296	12.792617	12.803836	12.816152	12.823823	12.835518	12.84506	12.856923	12.866857	12.87532	12.913449	12.926229	12.935374	12.945922	12.949832	12.968026	12.975736	12.985478	12.994342	13.010589	13.021493	13.031925	13.038257	13.046559	13.056559	13.068466	13.075908
535	11.897354	11.953805	11.987711	12.017191	12.047287	12.0714	12.094606	12.115006	12.136443	12.154194	12.17187	12.187024	12.20551	12.223042	12.238268	12.253961	12.269135	12.282864	12.296547	12.314208	12.32774	12.342211	12.352456	12.369162	12.379954	12.392416	12.405396	12.420581	12.429304	12.441711	12.455493	12.467419	12.480808	12.492754	12.504671	12.514503	12.52722	12.539016	12.546796	12.558258	12.569602	12.581883	12.59151	12.600552	12.637508	12.651588	12.660161	12.671839	12.675719	12.693808	12.701556	12.711236	12.721329	12.737952	12.748151	12.757783	12.765837	12.774584	12.783617	12.796182	12.803945
536	11.617931	11.675263	11.709443	11.739681	11.77012	11.794945	11.818303	11.839684	11.861709	11.878889	11.895961	11.913166	11.931408	11.949019	11.964362	11.980535	11.995961	12.010205	12.023692	12.0417	12.056192	12.070657	12.080934	12.097934	12.109053	12.122049	12.134949	12.150284	12.158519	12.1716	12.18576	12.198197	12.211635	12.223887	12.236416	12.245779	12.259945	12.271234	12.27912	12.290355	12.303443	12.316128	12.325455	12.335057	12.370881	12.386217	12.394239	12.407009	12.410857	12.428844	12.436633	12.446249	12.457531	12.474518	12.484035	12.492895	12.502611	12.511786	12.519887	12.53309	12.541162
537	11.319916	11.377205	11.412333	11.443242	11.474157	11.499025	11.522754	11.544699	11.566274	11.584178	11.601838	11.619375	11.637707	11.655005	11.670733	11.687328	11.703432	11.71768	11.731565	11.749865	11.76429	11.777988	11.789727	11.806204	11.817645	11.831273	11.844786	11.860011	11.868466	11.88242	11.895843	11.908912	11.923035	11.934642	11.946898	11.956786	11.971411	11.982589	11.991561	12.002711	12.015249	12.028913	12.038351	12.04829	12.083593	12.09891	12.107248	12.120131	12.124187	12.142535	12.150261	12.160748	12.172153	12.188604	12.197837	12.207748	12.21715	12.226431	12.235218	12.248145	12.25705
538	11.024028	11.081044	11.117266	11.148808	11.180225	11.204967	11.229113	11.251501	11.272378	11.291315	11.30985	11.327277	11.345781	11.362677	11.378849	11.395842	11.412711	11.426835	11.441258	11.459831	11.473929	11.486692	11.500217	11.515977	11.527733	11.542003	11.556288	11.571341	11.580191	11.59504	11.607466	11.621184	11.636139	11.646872	11.658642	11.669295	11.684119	11.695285	11.705564	11.71667	11.728089	11.742855	11.752509	11.762719	11.797665	11.812644	11.821509	11.834256	11.838578	11.857394	11.865029	11.876602	11.887862	11.903563	11.91262	11.924017	11.932614	11.941915	11.951781	11.964209	11.974058
539	10.737271	10.794023	10.831303	10.863459	10.895364	10.919981	10.944532	10.967352	10.987552	11.007491	11.026871	11.044191	11.062864	11.07937	11.095972	11.113349	11.130963	11.144966	11.159911	11.178746	11.192532	11.204384	11.219644	11.234705	11.246766	11.261656	11.276693	11.291579	11.300809	11.316531	11.327988	11.342338	11.358095	11.367984	11.379281	11.390676	11.405691	11.416847	11.428391	11.439456	11.449794	11.465626	11.475486	11.485958	11.520561	11.535211	11.544586	11.557202	11.56178	11.581051	11.588602	11.601225	11.612344	11.627316	11.6362	11.649041	11.656858	11.666177	11.677088	11.689034	11.6998
540	10.455542	10.512007	10.549973	10.582339	10.615147	10.639758	10.664483	10.687891	10.707945	10.728378	10.748259	10.765527	10.784486	10.801311	10.81785	10.835768	10.853579	10.867615	10.883275	10.902175	10.915661	10.927601	10.943659	10.957893	10.970513	10.985698	11.001327	11.0162	11.026006	11.041923	11.053363	11.068158	11.083599	11.09329	11.104348	11.116556	11.131564	11.142699	11.154817	11.165976	11.176059	11.192028	11.202511	11.212985	11.247585	11.26217	11.271713	11.284494	11.289683	11.308614	11.316316	11.329692	11.340722	11.355484	11.364349	11.37749	11.385287	11.394843	11.406573	11.417768	11.428767
541	10.177385	10.233536	10.27176	10.303864	10.338071	10.362811	10.387443	10.411625	10.432155	10.452493	10.472475	10.489753	10.50914	10.527115	10.543015	10.561658	10.579033	10.593282	10.609887	10.628617	10.641822	10.655011	10.670782	10.684034	10.697515	10.712615	10.728654	10.743698	10.754311	10.769627	10.782167	10.797196	10.811007	10.821256	10.832349	10.845455	10.860223	10.87133	10.883214	10.894628	10.905419	10.920444	10.932038	10.942209	10.977208	10.992028	11.001347	11.014641	11.02086	11.03852	11.046647	11.060435	11.071439	11.086593	11.095617	11.107727	11.116389	11.126442	11.13873	11.148858	11.159296
542	9.906865	9.96271	10.001185	10.033034	10.068602	10.093468	10.11801	10.142944	10.163937	10.184182	10.204262	10.221551	10.241356	10.260448	10.275726	10.295074	10.312024	10.326482	10.344006	10.362573	10.375503	10.389905	10.405399	10.417693	10.432013	10.447028	10.463468	10.478678	10.490075	10.504809	10.518416	10.533675	10.5459	10.55669	10.567817	10.581799	10.596332	10.60741	10.61907	10.630729	10.64221	10.656314	10.668991	10.678866	10.714253	10.729305	10.738401	10.752196	10.759415	10.77584	10.784384	10.798572	10.809547	10.825084	10.834263	10.845369	10.854874	10.865407	10.878242	10.887332	10.897223
543	9.647054	9.702491	9.741293	9.772948	9.809571	9.834633	9.859144	9.884713	9.906077	9.926311	9.946499	9.963785	9.984027	10.004085	10.018892	10.038727	10.05541	10.070059	10.088299	10.106849	10.119532	10.134959	10.150281	10.161824	10.176916	10.191915	10.208662	10.223964	10.236027	10.250356	10.264848	10.280342	10.291232	10.302444	10.313756	10.328453	10.342834	10.353816	10.365299	10.377195	10.389309	10.402645	10.416185	10.425878	10.461587	10.476807	10.485895	10.499956	10.508153	10.523402	10.532431	10.546825	10.557821	10.573611	10.582983	10.593303	10.603447	10.614469	10.62777	10.635995	10.645424
544	9.420921	9.47508	9.51486	9.546765	9.582278	9.608124	9.633062	9.658441	9.679545	9.700409	9.720805	9.737971	9.758904	9.778929	9.794342	9.81306	9.830659	9.845401	9.862905	9.882589	9.895178	9.910358	9.92631	9.938559	9.954072	9.969553	9.985946	10.00079	10.012706	10.027948	10.042052	10.057903	10.069143	10.079916	10.092632	10.106939	10.121779	10.132114	10.14376	10.155875	10.168294	10.18189	10.194783	10.205114	10.24069	10.255634	10.266365	10.278925	10.28811	10.302418	10.312578	10.325709	10.337085	10.352198	10.362092	10.373161	10.382488	10.394132	10.407392	10.415939	10.425464
545	9.200221	9.253133	9.293867	9.326016	9.360447	9.387055	9.412411	9.437604	9.458455	9.479936	9.500534	9.517583	9.539189	9.559183	9.575188	9.592814	9.611307	9.62614	9.642927	9.663719	9.676215	9.691154	9.70772	9.720657	9.736582	9.752533	9.768579	9.782977	9.794749	9.810884	9.824609	9.840808	9.85239	9.862735	9.876822	9.890746	9.906037	9.915739	9.927544	9.939872	9.952588	9.96644	9.978702	9.989653	10.025101	10.039776	10.052111	10.063205	10.073355	10.086743	10.098006	10.109904	10.121651	10.136106	10.146507	10.15831	10.166838	10.179087	10.192308	10.201171	10.210792
546	8.984763	9.036456	9.078123	9.11051	9.143882	9.171239	9.197001	9.222013	9.242617	9.264697	9.285494	9.302429	9.324693	9.344658	9.361238	9.377799	9.397164	9.412087	9.428172	9.450047	9.462453	9.477156	9.49432	9.507931	9.524258	9.540668	9.556377	9.570338	9.581969	9.598975	9.61233	9.628869	9.640786	9.650712	9.666138	9.679689	9.695418	9.704504	9.716462	9.728999	9.742007	9.756107	9.767751	9.77931	9.814632	9.829044	9.842942	9.852609	9.863699	9.876192	9.888532	9.899226	9.911334	9.925145	9.936043	9.948562	9.956307	9.969151	9.982333	9.991504	10.001215
547	8.797496	8.84904	8.891084	8.923881	8.957203	8.984767	9.010831	9.035682	9.056459	9.078895	9.099562	9.116979	9.139048	9.158949	9.176417	9.192174	9.211707	9.227176	9.243013	9.26443	9.27752	9.292517	9.309741	9.324308	9.339735	9.356425	9.371613	9.386412	9.397959	9.41439	9.428156	9.444631	9.456882	9.467215	9.482834	9.495762	9.511278	9.521337	9.533141	9.546044	9.558987	9.572532	9.584947	9.596614	9.632553	9.646852	9.659798	9.670607	9.681458	9.694115	9.706347	9.717105	9.730181	9.742878	9.75393	9.76673	9.774281	9.786655	9.799875	9.80998	9.819205
548	8.621197	8.672905	8.715158	8.748408	8.781978	8.809589	8.83592	8.860617	8.88169	8.904402	8.924845	8.942911	8.964539	8.98437	9.002804	9.01784	9.037336	9.053473	9.069199	9.08972	9.103708	9.119148	9.136272	9.151865	9.166029	9.182944	9.19756	9.213557	9.225038	9.240482	9.25488	9.271176	9.283757	9.294727	9.310206	9.322448	9.337564	9.349045	9.360604	9.373918	9.386691	9.399454	9.413034	9.424661	9.461424	9.475656	9.486932	9.499616	9.509887	9.523013	9.534795	9.545985	9.560189	9.571652	9.582759	9.595709	9.603236	9.614841	9.62812	9.639328	9.647905
549	8.448669	8.500538	8.542995	8.576691	8.610498	8.638159	8.66475	8.689298	8.710659	8.733642	8.753865	8.772566	8.793763	8.813523	8.832904	8.847238	8.866696	8.883488	8.899101	8.918747	8.933613	8.949487	8.966515	8.98311	8.996038	9.013172	9.027234	9.0444	9.055814	9.070295	9.08531	9.10143	9.114335	9.12593	9.141272	9.152839	9.167565	9.180436	9.191758	9.205472	9.218081	9.230078	9.244798	9.256387	9.293955	9.308119	9.317762	9.33228	9.341985	9.355571	9.366912	9.378527	9.393833	9.40409	9.415249	9.428346	9.435849	9.446702	9.460039	9.472326	9.480268
