[HEADER]
Format	J&M ASCII Table
Comment	COA_09_P.00037_HAL03-noFilter_UVIR600um2-UV400um0.5_23mm
Date	02/08/2024 12:19:50
Order	Y (evenX)
TechType	UV
NumPoints	841
FirstX	304
LastX	1144
XType	nm
YType	Transmission
ZType	s
NumSubFile	61
Matrix	Z vs X
[LOGIN]
Name=JM
[INSTRUMENT]
Name=TIDAS S
Detector=MMS - ASPEN 97,5 kHz
Diodearray=256 Pixel
Serial#=39059
Calibrated=2016-03-14
Range=303.56-1144.49 [nm] (F0)

SWVersion=v3.22.6 (build 0)
[CONFIG]
ChannelName=Result
ChannelType=Normalized
[PARAMETER]
It=124.00
Aver=20
Norm=1
Range=304.0-1144.0 nm
Scan=Single
[TRIGGER]
Sweep=0
Scan=0
[DIO]
DigOut=0x0000
DigIn=0x0000
[DATA]
	00:00:00.000	00:00:23.822	00:00:47.617	00:01:11.618	00:01:35.418	00:01:59.426	00:02:23.428	00:02:47.231	00:03:11.226	00:03:35.220	00:03:59.018	00:04:23.013	00:04:47.008	00:05:10.811	00:05:34.804	00:05:58.795	00:06:22.790	00:06:46.783	00:07:10.784	00:07:34.777	00:07:58.768	00:08:22.767	00:08:46.759	00:09:10.752	00:09:34.748	00:09:58.748	00:10:22.746	00:10:46.546	00:11:10.543	00:11:34.542	00:11:58.542	00:12:22.529	00:12:46.532	00:13:10.530	00:13:34.521	00:13:58.514	00:14:22.512	00:14:46.509	00:15:10.510	00:15:34.505	00:15:58.495	00:16:22.493	00:16:46.294	00:17:10.287	00:17:34.089	00:17:58.084	00:18:22.078	00:18:46.075	00:19:10.073	00:19:34.069	00:19:57.872	00:20:21.866	00:20:45.864	00:21:09.854	00:21:33.850	00:21:57.857	00:22:21.856	00:22:45.852	00:23:09.845	00:23:33.842	00:23:57.836
1045	43.960796	44.03273	43.977871	44.206627	43.942551	43.989723	43.992596	43.918201	44.153358	44.004448	44.006149	44.248177	43.985435	43.819046	43.95845	43.873905	43.80315	43.9561	44.000286	43.882759	43.787777	43.902306	43.978283	44.022812	44.104366	44.14045	43.8722	43.969128	43.869095	43.801857	43.838875	43.991661	43.87326	43.871559	43.864281	43.961445	44.017593	43.946602	43.991543	43.836117	43.958862	44.151657	43.950237	43.825443	43.873375	43.993767	43.977871	43.936043	43.8451	43.737377	43.724468	43.823208	43.876369	43.715611	43.720306	43.736202	43.763428	43.734093	43.71925	43.910107	43.853836
1046	43.942261	43.967628	43.92556	44.15604	43.883301	43.934017	43.933002	43.870209	44.10611	43.943069	43.917919	44.214012	43.910061	43.789288	43.887524	43.818481	43.79472	43.918114	43.938847	43.811436	43.739578	43.84827	43.904827	43.970245	44.033455	44.078743	43.809826	43.915298	43.824509	43.754066	43.756683	43.959579	43.793324	43.803986	43.745216	43.914291	43.950333	43.882286	43.933414	43.751656	43.907036	44.078148	43.893963	43.736763	43.835583	43.910469	43.901409	43.864582	43.777225	43.674152	43.650005	43.777412	43.846252	43.652214	43.653824	43.667713	43.689457	43.705555	43.678383	43.844856	43.805187
1047	43.951111	43.92535	43.888107	44.066174	43.801849	43.87952	43.892841	43.845905	44.055359	43.888775	43.834354	44.099567	43.860783	43.780457	43.797558	43.781567	43.811844	43.883369	43.893066	43.745651	43.689461	43.800518	43.87841	43.916538	43.932308	43.978584	43.741138	43.843166	43.830799	43.730106	43.721294	43.902767	43.727146	43.740921	43.640663	43.856491	43.844501	43.815178	43.861679	43.658733	43.900768	43.960743	43.81562	43.649258	43.8134	43.829613	43.820362	43.765499	43.681984	43.651329	43.583584	43.730991	43.827171	43.605942	43.610458	43.633263	43.629639	43.674801	43.647038	43.742474	43.7766
1048	43.960354	43.881187	43.848984	43.972309	43.716782	43.822594	43.850891	43.820522	44.002346	43.83205	43.747078	43.980026	43.809311	43.771225	43.70359	43.743004	43.829731	43.847073	43.845253	43.676945	43.637112	43.750645	43.850811	43.860432	43.826656	43.873962	43.669392	43.767815	43.837364	43.705086	43.684338	43.843426	43.658028	43.675034	43.531464	43.796124	43.733959	43.745083	43.786739	43.561676	43.894215	43.838112	43.733795	43.557858	43.790226	43.745163	43.735703	43.662006	43.582504	43.627487	43.514206	43.682507	43.80724	43.55761	43.565159	43.597275	43.56715	43.642673	43.614292	43.635536	43.746738
1049	43.94799	43.775246	43.776672	43.877369	43.616474	43.763195	43.806076	43.754189	43.912289	43.767612	43.695885	43.826748	43.731472	43.724949	43.614975	43.683949	43.798119	43.786125	43.774353	43.604256	43.575241	43.688145	43.808395	43.763027	43.733128	43.761539	43.600883	43.662949	43.804417	43.68013	43.618568	43.772038	43.556568	43.618954	43.453278	43.716328	43.626968	43.674049	43.687538	43.470963	43.837021	43.715279	43.64946	43.46991	43.723072	43.639183	43.650509	43.565575	43.487156	43.574417	43.447201	43.618347	43.744514	43.512573	43.505444	43.53363	43.488426	43.581982	43.551922	43.508209	43.683113
1050	43.893242	43.551113	43.641529	43.784275	43.490112	43.701363	43.75745	43.609348	43.752487	43.69054	43.718479	43.612938	43.604542	43.607079	43.54073	43.586655	43.669571	43.678787	43.660629	43.526707	43.497066	43.603214	43.73835	43.587708	43.667583	43.638329	43.541664	43.503857	43.694408	43.656376	43.49839	43.679729	43.395164	43.584663	43.439926	43.601341	43.531513	43.604156	43.544315	43.396656	43.681713	43.597202	43.563686	43.392513	43.571419	43.494911	43.567829	43.487186	43.403996	43.465546	43.387711	43.525764	43.599464	43.475975	43.419613	43.41774	43.380753	43.467148	43.433365	43.34576	43.555138
1051	43.83606	43.317028	43.500374	43.68705	43.358143	43.636791	43.706661	43.458073	43.585579	43.610054	43.742073	43.389629	43.471981	43.483978	43.463181	43.485043	43.535309	43.566685	43.541847	43.445713	43.415413	43.514519	43.665192	43.404598	43.599121	43.509647	43.479816	43.3377	43.579514	43.631561	43.372875	43.583317	43.226597	43.548855	43.425987	43.481247	43.431808	43.531151	43.394741	43.319042	43.519505	43.473877	43.474113	43.311676	43.41304	43.344238	43.48148	43.405315	43.317139	43.351841	43.325581	43.429081	43.447975	43.437752	43.329975	43.296703	43.268303	43.347202	43.309536	43.176094	43.421478
1052	43.76548	43.10191	43.360981	43.587799	43.230419	43.569611	43.635372	43.312218	43.411846	43.521305	43.745655	43.17836	43.344444	43.358101	43.375877	43.382053	43.40065	43.451885	43.422134	43.354401	43.32835	43.419258	43.573807	43.227127	43.528713	43.379993	43.4081	43.172604	43.456451	43.595253	43.245316	43.481632	43.059811	43.497356	43.408058	43.364689	43.326706	43.449005	43.251076	43.230461	43.360981	43.346954	43.378345	43.221775	43.255638	43.193264	43.389915	43.312672	43.223831	43.231281	43.251934	43.332878	43.296959	43.380447	43.233753	43.174656	43.156055	43.226711	43.18787	43.000759	43.282104
1053	43.616615	43.082542	43.271961	43.500561	43.168007	43.501644	43.43441	43.245068	43.235416	43.396507	43.602901	43.111504	43.287857	43.246067	43.24128	43.296787	43.299404	43.348495	43.327923	43.212761	43.225491	43.302021	43.374752	43.138401	43.463112	43.278286	43.284058	43.059711	43.307255	43.485222	43.137321	43.369068	42.950962	43.345787	43.366009	43.305267	43.210686	43.32259	43.189125	43.08606	43.271961	43.228107	43.263481	43.090294	43.147877	43.080826	43.285149	43.166832	43.108795	43.093456	43.114574	43.26619	43.190117	43.200039	43.115662	43.078205	43.075588	43.134697	43.11467	42.831562	43.138855
1054	43.46096	43.06229	43.178883	43.409344	43.102745	43.430576	43.224289	43.174862	43.050938	43.266018	43.45364	43.041599	43.228683	43.128922	43.100548	43.207626	43.193527	43.240391	43.229408	43.064671	43.117939	43.179436	43.166622	43.045635	43.394516	43.171936	43.154362	42.941662	43.151249	43.370171	43.024395	43.251377	42.837139	43.187305	43.322033	43.243137	43.089382	43.190418	43.124344	42.93507	43.178883	43.103836	43.143379	42.952824	43.035191	42.963264	43.175594	43.014328	42.988518	42.949348	42.970951	43.196465	43.078392	43.011402	42.99218	42.977356	42.991451	43.038486	43.038124	42.654644	42.989071
1055	43.298035	43.041084	43.081459	43.313862	43.034428	43.356178	43.004341	43.101364	42.857845	43.129433	43.297405	42.968426	43.166737	43.006294	42.953236	43.1143	43.082714	43.127232	43.126297	42.909653	43.005356	43.051125	42.948769	42.948524	43.322708	43.060616	43.018597	42.818104	42.987961	43.249744	42.906197	43.128178	42.718006	43.021423	43.275997	43.178101	42.962402	43.052067	43.056534	42.777027	43.081459	42.973759	43.017658	42.808929	42.917244	42.840206	43.060925	42.85471	42.862614	42.798508	42.82061	43.12347	42.961456	42.813946	42.86293	42.871788	42.90337	42.937786	42.958004	42.469463	42.832287
1056	43.223457	43.016346	43.011955	43.204582	42.928474	43.291252	42.959846	43.0186	42.848049	43.047581	43.223457	42.905346	43.12788	42.980721	42.946552	43.039478	43.011955	43.089058	43.073105	42.888596	42.961578	43.035484	42.871449	42.962502	43.238213	43.002125	42.976063	42.810959	42.999596	43.104877	42.847118	43.114582	42.747551	42.963306	43.183445	43.09132	42.903614	43.019531	43.024456	42.708336	42.986435	42.921295	42.992012	42.732658	42.839275	42.782516	43.037216	42.844856	42.814682	42.794743	42.759914	43.0093	42.92276	42.748611	42.808304	42.739838	42.815212	42.865063	42.932331	42.481277	42.716976
1057	43.15535	42.990211	42.942627	43.089355	42.814152	43.224697	42.932426	42.931469	42.857586	42.968288	43.15535	42.840771	43.089912	42.964546	42.954742	42.963589	42.942627	43.057404	43.023129	42.881104	42.923428	43.031342	42.806099	42.989017	43.148895	42.946934	42.941837	42.816059	43.03054	42.951469	42.791996	43.11224	42.794304	42.91441	43.082108	42.998661	42.849777	42.997066	42.994915	42.646454	42.887791	42.875038	42.976101	42.660564	42.762424	42.729507	43.022331	42.850731	42.773182	42.80666	42.70639	42.886044	42.8909	42.694832	42.759468	42.59967	42.723446	42.792389	42.911465	42.514793	42.601418
1058	43.084068	42.962864	42.870068	42.968769	42.694496	43.155025	42.903732	42.840271	42.867573	42.885296	43.084068	42.773186	43.050186	42.947617	42.963318	42.884167	42.870068	43.024265	42.970818	42.873257	42.883484	43.026997	42.737709	43.016769	43.055412	42.889175	42.906006	42.821404	43.062935	42.790913	42.734299	43.109779	42.843239	42.863247	42.976044	42.901676	42.793427	42.973545	42.963997	42.581692	42.784557	42.82663	42.95945	42.585102	42.681988	42.674034	43.006748	42.85688	42.729752	42.81913	42.650379	42.757034	42.857559	42.63855	42.70837	42.452969	42.627407	42.716331	42.889629	42.549862	42.480484
1059	43.026768	42.912876	42.773056	42.940605	42.652431	43.049957	42.83952	42.73941	42.792023	42.811066	42.998238	42.777584	42.942955	42.898209	42.878273	42.772156	42.791206	42.934368	42.923256	42.740147	42.779057	42.977566	42.6791	42.936069	42.943848	42.862057	42.810993	42.764462	42.971413	42.778473	42.660946	43.018021	42.800694	42.83271	42.794456	42.812775	42.718739	42.904205	42.889538	42.506519	42.728302	42.74979	42.845448	42.509113	42.597958	42.655025	42.919689	42.795502	42.668732	42.73074	42.602337	42.647976	42.775642	42.605816	42.597885	42.372852	42.566105	42.662727	42.79113	42.506519	42.419456
1060	42.974964	42.851059	42.662354	42.956013	42.646568	42.925812	42.757027	42.631851	42.674046	42.739479	42.903683	42.816456	42.801266	42.832249	42.74675	42.642281	42.707714	42.815495	42.87698	42.544449	42.641647	42.905586	42.623959	42.801899	42.821342	42.849014	42.685745	42.676579	42.818813	42.836533	42.578598	42.881714	42.713562	42.811394	42.573051	42.725883	42.633755	42.811546	42.792744	42.424824	42.693336	42.657772	42.682579	42.431305	42.510483	42.653049	42.796688	42.700596	42.598038	42.592339	42.55711	42.5462	42.668831	42.583664	42.456741	42.322891	42.52013	42.618744	42.653973	42.424824	42.385788
1061	42.920979	42.786633	42.547001	42.972069	42.640453	42.796429	42.671051	42.519768	42.551109	42.664883	42.805145	42.856972	42.653614	42.763527	42.609684	42.506927	42.620708	42.69162	42.828754	42.340504	42.498459	42.83057	42.566498	42.662086	42.693676	42.835423	42.555225	42.585003	42.659782	42.897034	42.492786	42.739662	42.622761	42.789181	42.342319	42.635345	42.545185	42.714985	42.691872	42.339684	42.65691	42.561886	42.512859	42.350216	42.419319	42.650978	42.668499	42.601704	42.524372	42.448112	42.509979	42.440136	42.557522	42.560574	42.309662	42.270828	42.472221	42.57291	42.511047	42.339684	42.350708
1062	42.827522	42.665272	42.437107	42.915596	42.640667	42.692692	42.582279	42.418991	42.492126	42.561413	42.686142	42.782417	42.521389	42.696487	42.524563	42.414154	42.532772	42.599358	42.74704	42.216103	42.389919	42.720909	42.520775	42.517162	42.614529	42.776543	42.402958	42.471451	42.536568	42.869877	42.349224	42.624641	42.510006	42.709949	42.18808	42.517162	42.442368	42.590492	42.60083	42.236729	42.585651	42.472305	42.391819	42.238201	42.342304	42.581425	42.55658	42.49947	42.420036	42.327126	42.389679	42.368443	42.419605	42.46912	42.219898	42.185318	42.375786	42.482399	42.37241	42.236729	42.282875
1063	42.688072	42.477482	42.33432	42.773926	42.648331	42.619808	42.490723	42.33215	42.5089	42.4245	42.543705	42.572609	42.408127	42.631847	42.501202	42.37212	42.444248	42.544907	42.626305	42.186211	42.322872	42.571037	42.489155	42.367065	42.593067	42.664593	42.225952	42.332638	42.456287	42.739491	42.138416	42.542145	42.372009	42.563934	42.124924	42.367065	42.32336	42.433777	42.521908	42.113365	42.473751	42.390667	42.328896	42.09037	42.282421	42.432686	42.464474	42.393917	42.280136	42.234249	42.183811	42.337685	42.251114	42.297588	42.198254	42.060871	42.222698	42.339733	42.239674	42.113365	42.176826
1064	42.542606	42.281582	42.227089	42.626144	42.656342	42.54377	42.395214	42.241558	42.526402	42.281681	42.395123	42.353737	42.289982	42.564415	42.476826	42.32827	42.351906	42.488113	42.500355	42.155033	42.252934	42.4147	42.456181	42.210491	42.570683	42.547817	42.041306	42.187824	42.372551	42.60347	41.918503	42.456081	42.228046	42.411613	42.059055	42.210491	42.199207	42.270298	42.43959	41.984684	42.357018	42.305511	42.26326	41.936161	42.219952	42.277534	42.368404	42.283802	42.13419	42.137371	41.969051	42.305611	42.075348	42.118664	42.175671	41.931049	42.063011	42.190918	42.1012	41.984684	42.066193
1065	42.431683	42.109333	42.137444	42.48172	42.609085	42.47871	42.302177	42.143772	42.513535	42.168159	42.293236	42.175201	42.201088	42.497234	42.43359	42.279217	42.271069	42.427654	42.397644	42.111549	42.194435	42.27589	42.418385	42.081547	42.517262	42.436905	41.872089	42.078938	42.287376	42.481319	41.750252	42.379517	42.100071	42.283649	42.008247	42.084877	42.089706	42.137444	42.351421	41.868362	42.256256	42.223331	42.197052	41.823166	42.154854	42.152237	42.269245	42.185566	42.014183	42.065239	41.809475	42.258873	41.936447	41.978642	42.140053	41.815804	41.905411	42.042358	41.977924	41.876118	41.96534
1066	42.434998	42.023594	42.108788	42.359932	42.398537	42.452518	42.224636	42.032639	42.409782	42.153164	42.341606	42.134254	42.208488	42.436626	42.336929	42.218609	42.232037	42.361313	42.374184	42.034557	42.175613	42.202179	42.369259	42.047428	42.374451	42.353363	41.764225	42.088253	42.205193	42.411705	41.753006	42.338299	42.03154	42.240528	42.007454	42.063869	42.034012	42.108788	42.25312	41.799553	42.212589	42.157261	42.1348	41.844757	42.087414	42.128239	42.169304	42.131794	41.98307	42.07428	41.830791	42.171776	41.921173	41.968559	42.06797	41.754642	41.76778	41.907467	41.911301	41.837902	41.902821
1067	42.43845	41.934376	42.078979	42.233189	42.179417	42.42527	42.143944	41.916977	42.301811	42.137566	42.39196	42.091652	42.216198	42.373569	42.236336	42.155548	42.191425	42.292274	42.349777	41.95443	42.156036	42.125465	42.31813	42.01194	42.225819	42.266418	41.651974	42.09795	42.119663	42.33926	41.755875	42.295414	41.960232	42.195652	42.006634	42.042015	41.976055	42.078979	42.150826	41.727959	42.167145	42.088512	42.070034	41.867245	42.017246	42.103256	42.0653	42.075829	41.950695	42.083694	41.852997	42.081135	41.905289	41.958073	41.992958	41.690998	41.624542	41.767075	41.84198	41.798149	41.837753
1068	42.444427	41.848164	42.051842	42.11174	41.968407	42.395412	42.063381	41.805805	42.195396	42.122433	42.438416	42.053341	42.224491	42.309193	42.137413	42.093983	42.154755	42.222984	42.325886	41.876835	42.138264	42.051201	42.270489	41.979099	42.078789	42.177616	41.550594	42.1096	42.035572	42.266197	41.761093	42.253361	41.895882	42.156467	42.009701	42.02253	41.920902	42.050125	42.048626	41.660976	42.124794	42.02253	42.007984	41.890518	41.948502	42.085228	41.964119	42.025314	41.922192	42.095055	41.877262	41.996006	41.889229	41.950214	41.918541	41.634228	41.485321	41.633804	41.77306	41.762165	41.774998
1069	42.499699	41.896378	42.104046	42.202084	42.102139	42.334236	42.05114	41.880917	42.208828	42.129829	42.364223	42.137917	42.238499	42.269432	42.154339	42.114674	42.232071	42.204632	42.332642	41.91637	42.173683	42.089523	42.33622	42.029881	42.085323	42.121418	41.763912	42.153694	42.050507	42.239449	41.812222	42.263325	42.032814	42.270782	42.093418	42.069534	41.970547	42.065334	42.031464	41.747101	42.183048	42.069534	42.054707	41.911854	41.966343	42.230488	42.005363	42.132439	41.99958	42.138866	41.926048	42.097935	41.88282	42.005047	41.91732	41.770657	41.544907	41.760979	41.76899	41.836418	41.812534
1070	42.557178	41.946514	42.158333	42.296021	42.241199	42.270611	42.038395	41.959007	42.222794	42.137508	42.287056	42.225861	42.253056	42.228069	42.171936	42.136185	42.312469	42.185528	42.339664	41.957485	42.210514	42.129383	42.404564	42.082684	42.092113	42.062958	41.985744	42.199551	42.066025	42.21162	41.865395	42.273666	42.175205	42.389648	42.180477	42.11842	42.022163	42.08115	42.013622	41.836655	42.243626	42.11842	42.103298	41.934021	41.984894	42.381535	42.048256	42.243843	42.08004	42.184429	41.976776	42.20393	41.876133	42.062073	41.916042	41.912521	41.606869	41.893227	41.764748	41.913624	41.851578
1071	42.617008	41.998703	42.214836	42.393799	42.385941	42.204399	42.025143	42.040302	42.237347	42.145504	42.206753	42.317394	42.268227	42.185024	42.190247	42.158585	42.396156	42.165661	42.346989	42.000275	42.248856	42.170872	42.4757	42.137646	42.099186	42.002132	42.216629	42.24728	42.08218	42.182671	41.920734	42.284439	42.323406	42.513378	42.27108	42.169308	42.075893	42.097614	41.995056	41.929882	42.306679	42.169308	42.153873	41.957111	42.004208	42.538746	42.092903	42.359783	42.163803	42.231846	42.029579	42.314255	41.86919	42.121422	41.91473	42.060177	41.671375	42.030872	41.760353	41.993992	41.892208
1072	42.608582	41.991142	42.191036	42.384064	42.248623	42.13903	42.027397	42.038372	42.313484	42.046654	42.237522	42.342274	42.234158	42.176628	42.229317	42.10754	42.408684	42.160889	42.362125	42.04039	42.2061	42.094547	42.368382	42.153355	42.102016	42.024651	42.2061	42.156853	42.04113	42.143795	41.912426	42.311466	42.280045	42.378681	42.171921	42.221771	42.086273	42.106117	42.008228	41.936371	42.25267	42.12328	42.103436	41.976738	41.966515	42.447098	42.081497	42.323853	42.135586	42.128796	42.026733	42.305344	41.86586	42.182751	41.835117	42.004192	41.668736	42.00964	41.780277	41.900856	41.868626
1073	42.585732	41.970943	42.149815	42.351715	42.048428	42.071743	42.032951	42.019119	42.404823	41.922478	42.29232	42.354126	42.188805	42.175163	42.273933	42.039623	42.406853	42.159107	42.379387	42.081234	42.145168	41.991352	42.220623	42.16143	42.104061	42.065166	42.145168	42.034893	41.986904	42.101639	41.890652	42.34272	42.195576	42.186089	42.030247	42.276253	42.087997	42.113243	42.028412	41.925083	42.172653	42.055683	42.03043	41.996292	41.915802	42.300915	42.058102	42.255257	42.083252	41.991253	42.012249	42.271423	41.863174	42.246456	41.736736	41.904186	41.652092	41.954784	41.805908	41.768761	41.830959
1074	42.561958	41.949928	42.106918	42.31805	41.840057	42.001728	42.038734	41.999088	42.499905	41.793232	42.349346	42.36647	42.141594	42.173626	42.320381	41.968952	42.404957	42.157246	42.397346	42.123749	42.08176	41.883945	42.066841	42.169827	42.106186	42.107357	42.08176	41.907944	41.930477	42.057758	41.867996	42.375256	42.107658	41.985645	41.882778	42.332966	42.089794	42.120667	42.049416	41.913353	42.089375	41.985336	41.954456	42.01664	41.863014	42.148773	42.03376	42.18388	42.028793	41.848099	41.997185	42.236118	41.860382	42.312771	41.634335	41.800102	41.634769	41.897697	41.832577	41.631271	41.791771
1075	42.503941	41.886551	42.092216	42.289558	41.758492	41.890545	41.999722	41.900696	42.444809	41.761395	42.277946	42.258366	42.086418	42.090778	42.215202	41.902878	42.28521	42.119797	42.386414	42.034561	41.970715	41.85825	42.057751	42.077713	42.040356	42.014599	42.006626	41.803123	41.88583	41.999722	41.839031	42.317493	42.059219	41.827065	41.704464	42.254738	42.017136	42.106007	42.000095	41.88583	42.084972	41.965256	41.922096	42.01569	41.74073	41.997551	41.999363	42.051243	41.930447	41.775551	41.939877	42.111462	41.786804	42.185818	41.56226	41.778088	41.507488	41.80349	41.799484	41.535778	41.739277
1076	42.42384	41.795933	42.095058	42.264004	41.75565	41.752365	41.932201	41.752117	42.294914	41.790348	42.12521	42.073544	42.025661	41.956013	42.013771	41.838989	42.090263	42.059605	42.35722	41.861801	41.828613	41.88356	42.139381	41.921562	41.931187	41.836212	41.923336	41.711079	41.848106	41.932201	41.805805	42.202469	42.035034	41.693096	41.504906	42.091019	41.896992	42.077335	41.906109	41.848106	42.130016	41.976524	41.916744	42.00135	41.573547	41.845329	41.958294	41.878761	41.803535	41.746536	41.855457	41.929424	41.668022	41.93626	41.50845	41.807327	41.309875	41.68499	41.728554	41.465637	41.677891
1077	42.340965	41.702175	42.098007	42.237587	41.752712	41.609417	41.862335	41.598392	42.139828	41.820312	41.967182	41.882324	41.962799	41.816582	41.805359	41.772892	41.888561	41.99733	42.327026	41.683052	41.681595	41.909756	42.223835	41.760006	41.818245	41.651649	41.83717	41.615852	41.80909	41.862335	41.771439	42.083454	42.010017	41.554493	41.298443	41.921631	41.772694	42.047668	41.80888	41.80909	42.176624	41.988174	41.911217	41.986519	41.400574	41.687836	41.915802	41.700314	41.67223	41.716518	41.76812	41.741093	41.545139	41.678066	41.452774	41.837582	41.105419	41.562397	41.655159	41.39307	41.614388
1078	42.209949	41.60815	42.065029	42.153481	41.702061	41.510483	41.82304	41.518257	42.02383	41.792229	41.887276	41.742676	41.891609	41.700623	41.647907	41.696011	41.744984	41.922146	42.215996	41.565506	41.553127	41.889305	42.240753	41.648754	41.778095	41.509624	41.751034	41.511074	41.741817	41.804607	41.688236	41.949516	41.874352	41.4785	41.172859	41.809216	41.709248	41.983227	41.692848	41.744118	42.117477	41.915817	41.84639	41.879826	41.291256	41.546219	41.8703	41.560043	41.553127	41.649345	41.660004	41.59058	41.443943	41.496658	41.361271	41.784462	40.993393	41.461514	41.563789	41.320934	41.514816
1079	42.010597	41.514957	41.980251	41.986588	41.582687	41.47691	41.82872	41.546242	41.966217	41.680088	41.922054	41.679882	41.809219	41.620296	41.566612	41.604435	41.687809	41.829155	41.988838	41.538528	41.453342	41.801292	42.159214	41.612148	41.84436	41.431374	41.66605	41.393753	41.634335	41.765289	41.53511	41.79562	41.579487	41.494583	41.166557	41.781147	41.735165	41.869022	41.550972	41.642265	41.905254	41.722221	41.696178	41.640888	41.27597	41.42955	41.821018	41.477127	41.453342	41.529003	41.523106	41.497063	41.375645	41.429333	41.218868	41.610771	41.017281	41.393536	41.447441	41.25037	41.364079
1080	41.803749	41.418255	41.892284	41.813423	41.458817	41.442059	41.834595	41.57526	41.906429	41.56374	41.95813	41.614708	41.723728	41.536945	41.48225	41.509415	41.628483	41.732662	41.753151	41.510529	41.349796	41.709961	42.074604	41.574142	41.913105	41.350163	41.577873	41.272034	41.522812	41.724472	41.376213	41.635929	41.273544	41.51125	41.160004	41.752007	41.762043	41.750523	41.403744	41.536579	41.685059	41.521343	41.540306	41.392971	41.260101	41.308498	41.769867	41.39109	41.349796	41.404121	41.381054	41.400028	41.30476	41.359463	41.071106	41.430538	41.042049	41.322998	41.326725	41.177143	41.207668
1081	41.613396	41.32122	41.792896	41.650543	41.365952	41.410465	41.808971	41.582481	41.848724	41.445004	41.946335	41.561527	41.640694	41.440018	41.404232	41.409103	41.563915	41.635704	41.536621	41.452374	41.271854	41.614643	41.954952	41.524277	41.936497	41.271729	41.477165	41.178993	41.409103	41.665382	41.232101	41.503326	41.004253	41.50819	41.194035	41.705025	41.730846	41.624496	41.285435	41.408993	41.495846	41.328587	41.398006	41.180115	41.234581	41.189976	41.708752	41.298912	41.245689	41.297791	41.240711	41.305145	41.239567	41.295296	40.95985	41.254295	41.035164	41.259396	41.203568	41.100853	41.054993
1082	41.506813	41.233177	41.659916	41.544598	41.402531	41.394726	41.664482	41.504852	41.80518	41.329605	41.751141	41.560204	41.575848	41.300949	41.358906	41.298977	41.48595	41.547195	41.416897	41.284023	41.300903	41.513969	41.712719	41.433838	41.782402	41.212318	41.338737	41.206436	41.298977	41.541992	41.160194	41.489189	40.904827	41.429272	41.380978	41.594116	41.478836	41.482712	41.291134	41.210403	41.446201	41.187584	41.323078	41.125011	41.174526	41.093765	41.615601	41.192783	41.15044	41.274208	41.121784	41.228615	41.203186	41.259872	41.001209	41.112019	40.906776	41.229244	41.083996	41.02079	40.932854
1083	41.396465	41.142029	41.522255	41.434917	41.440384	41.378441	41.5149	41.424484	41.760098	41.210148	41.54908	41.558819	41.508736	41.156979	41.311977	41.18499	41.405254	41.45557	41.29298	41.109737	41.330975	41.40976	41.461964	41.340221	41.622902	41.150806	41.195431	41.234848	41.18499	41.414268	41.085773	41.474567	40.801899	41.34758	41.574497	41.479309	41.217976	41.335941	41.297028	41.004829	41.39481	41.041618	41.245514	41.067974	41.112366	40.994152	41.519184	41.082924	41.051842	41.249786	40.998669	41.149387	41.165535	41.223206	41.04401	40.964722	40.773888	41.198048	40.960217	40.937908	40.806416
1084	41.282139	41.04628	41.378529	41.321209	41.475883	41.360767	41.359455	41.339531	41.710991	41.085194	41.33989	41.554787	41.438702	41.007832	41.26112	41.065845	41.319199	41.358963	41.16473	40.929276	41.358749	41.300674	41.202904	41.242245	41.458195	41.085754	41.046207	41.261395	41.066883	41.279354	41.006924	41.456249	40.695553	41.259518	41.767689	41.359165	40.947945	41.183182	41.299637	40.792145	41.339401	40.890541	41.16431	41.007065	41.045864	40.890411	41.417595	40.96751	40.947742	41.222252	40.87043	41.065975	41.123711	41.182693	41.08548	40.812416	40.636429	41.163616	40.831703	40.8503	40.676262
1085	41.16	40.827156	41.127522	41.193485	41.182976	41.270943	41.1516	41.100311	41.44672	40.84808	41.131721	41.319042	41.319077	40.850204	41.008202	40.84705	41.011333	41.107628	41.04068	40.745537	41.088791	41.08567	40.992523	41.051144	41.332684	40.898327	40.820881	41.03334	40.941257	40.908752	40.768547	41.156807	40.607407	40.863739	41.324226	41.126476	40.683769	40.960068	40.991451	40.593773	41.087746	40.743446	41.002995	40.781109	40.789471	40.730885	41.161007	40.703651	40.664921	40.993565	40.673321	40.859612	40.831318	40.916107	40.873203	40.676476	40.510067	40.940186	40.671234	40.60318	40.612648
1086	41.033844	40.600857	40.868267	41.061573	40.880451	41.178177	40.936935	40.853241	41.173771	40.603188	40.916729	41.075577	41.195545	40.687405	40.747002	40.621071	40.693367	40.848061	40.912579	40.555771	40.809975	40.863609	40.775246	40.853767	41.203056	40.704762	40.588161	40.797791	40.81152	40.52597	40.522343	40.847542	40.51638	40.454975	40.866207	40.886154	40.410923	40.729637	40.673157	40.388889	40.827854	40.591522	40.836395	40.547737	40.524681	40.566132	40.896	40.431137	40.372829	40.757362	40.469742	40.646465	40.529339	40.640766	40.653976	40.536072	40.379566	40.709427	40.505497	40.347954	40.546955
